"ensembl_gene_id"	"name_1006"	"go_id"	"external_gene_name"	"transcript_count"	"chromosome_name"
"22"	"ENSG00000198974"	"regulation of adenylate cyclase-inhibiting adrenergic receptor signaling pathway involved in heart process"	"GO:0140193"	"MIR30E"	1	"1"
"23"	"ENSG00000198987"	"extracellular space"	"GO:0005615"	"MIR16-2"	1	"3"
"24"	"ENSG00000198987"	"mRNA binding involved in posttranscriptional gene silencing"	"GO:1903231"	"MIR16-2"	1	"3"
"25"	"ENSG00000198987"	"gene silencing by miRNA"	"GO:0035195"	"MIR16-2"	1	"3"
"26"	"ENSG00000198987"	"miRNA mediated inhibition of translation"	"GO:0035278"	"MIR16-2"	1	"3"
"27"	"ENSG00000198987"	"negative regulation of vascular endothelial growth factor production"	"GO:1904046"	"MIR16-2"	1	"3"
"28"	"ENSG00000198987"	"mRNA 3'-UTR binding"	"GO:0003730"	"MIR16-2"	1	"3"
"29"	"ENSG00000198987"	"negative regulation of cell migration involved in sprouting angiogenesis"	"GO:0090051"	"MIR16-2"	1	"3"
"30"	"ENSG00000198987"	"negative regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis"	"GO:1903588"	"MIR16-2"	1	"3"
"31"	"ENSG00000198987"	"negative regulation of cytokine production involved in inflammatory response"	"GO:1900016"	"MIR16-2"	1	"3"
"32"	"ENSG00000198987"	"extracellular vesicle"	"GO:1903561"	"MIR16-2"	1	"3"
"33"	"ENSG00000198987"	"negative regulation of inflammatory response"	"GO:0050728"	"MIR16-2"	1	"3"
"34"	"ENSG00000198987"	"extracellular exosome"	"GO:0070062"	"MIR16-2"	1	"3"
"35"	"ENSG00000198987"	"RNA polymerase II complex binding"	"GO:0000993"	"MIR16-2"	1	"3"
"36"	"ENSG00000198987"	"negative regulation of cell population proliferation"	"GO:0008285"	"MIR16-2"	1	"3"
"37"	"ENSG00000198987"	"positive regulation of apoptotic process"	"GO:0043065"	"MIR16-2"	1	"3"
"38"	"ENSG00000198987"	"negative regulation of endothelial cell proliferation"	"GO:0001937"	"MIR16-2"	1	"3"
"39"	"ENSG00000198987"	"negative regulation of angiogenesis"	"GO:0016525"	"MIR16-2"	1	"3"
"40"	"ENSG00000198987"	"negative regulation of fibroblast growth factor receptor signaling pathway"	"GO:0040037"	"MIR16-2"	1	"3"
"41"	"ENSG00000198987"	"negative regulation of vascular endothelial growth factor signaling pathway"	"GO:1900747"	"MIR16-2"	1	"3"
"42"	"ENSG00000198987"	"negative regulation of endothelial cell chemotaxis to vascular endothelial growth factor"	"GO:1904858"	"MIR16-2"	1	"3"
"43"	"ENSG00000198987"	"negative regulation of endothelial cell chemotaxis to fibroblast growth factor"	"GO:2000545"	"MIR16-2"	1	"3"
"44"	"ENSG00000198987"	"negative regulation of G1/S transition of mitotic cell cycle"	"GO:2000134"	"MIR16-2"	1	"3"
"45"	"ENSG00000198987"	"negative regulation of I-kappaB kinase/NF-kappaB signaling"	"GO:0043124"	"MIR16-2"	1	"3"
"46"	"ENSG00000198987"	"positive regulation of cardiac muscle cell apoptotic process"	"GO:0010666"	"MIR16-2"	1	"3"
"47"	"ENSG00000198987"	"negative regulation of mesenchymal stem cell proliferation"	"GO:1902461"	"MIR16-2"	1	"3"
"48"	"ENSG00000198987"	"negative regulation of NF-kappaB transcription factor activity"	"GO:0032088"	"MIR16-2"	1	"3"
"49"	"ENSG00000198987"	"negative regulation of mitotic cell cycle"	"GO:0045930"	"MIR16-2"	1	"3"
"50"	"ENSG00000198987"	"positive regulation of connective tissue replacement"	"GO:1905205"	"MIR16-2"	1	"3"
"51"	"ENSG00000198987"	"cellular response to glucose stimulus"	"GO:0071333"	"MIR16-2"	1	"3"
"52"	"ENSG00000198987"	"negative regulation of cell chemotaxis to fibroblast growth factor"	"GO:1904848"	"MIR16-2"	1	"3"
"53"	"ENSG00000198987"	"positive regulation of intrinsic apoptotic signaling pathway"	"GO:2001244"	"MIR16-2"	1	"3"
"54"	"ENSG00000198987"	"branching involved in blood vessel morphogenesis"	"GO:0001569"	"MIR16-2"	1	"3"
"55"	"ENSG00000198987"	"positive regulation of translation"	"GO:0045727"	"MIR16-2"	1	"3"
"56"	"ENSG00000198987"	"negative regulation of trophoblast cell migration"	"GO:1901164"	"MIR16-2"	1	"3"
"57"	"ENSG00000198987"	"negative regulation of placenta blood vessel development"	"GO:0110081"	"MIR16-2"	1	"3"
"58"	"ENSG00000198997"	"extracellular space"	"GO:0005615"	"MIR107"	1	"10"
"59"	"ENSG00000198997"	"mRNA binding involved in posttranscriptional gene silencing"	"GO:1903231"	"MIR107"	1	"10"
"60"	"ENSG00000198997"	"gene silencing by miRNA"	"GO:0035195"	"MIR107"	1	"10"
"61"	"ENSG00000198997"	"miRNA mediated inhibition of translation"	"GO:0035278"	"MIR107"	1	"10"
"62"	"ENSG00000198997"	"negative regulation of vascular endothelial growth factor production"	"GO:1904046"	"MIR107"	1	"10"
"63"	"ENSG00000198997"	"extracellular vesicle"	"GO:1903561"	"MIR107"	1	"10"
"64"	"ENSG00000198997"	"negative regulation of fat cell differentiation"	"GO:0045599"	"MIR107"	1	"10"
"65"	"ENSG00000198997"	"negative regulation of amyloid precursor protein catabolic process"	"GO:1902992"	"MIR107"	1	"10"
"66"	"ENSG00000198997"	"positive regulation of necroptotic process"	"GO:0060545"	"MIR107"	1	"10"
"67"	"ENSG00000198997"	"cellular response to insulin stimulus"	"GO:0032869"	"MIR107"	1	"10"
"68"	"ENSG00000198997"	"positive regulation of gluconeogenesis"	"GO:0045722"	"MIR107"	1	"10"
"69"	"ENSG00000198997"	"negative regulation of glucose import"	"GO:0046325"	"MIR107"	1	"10"
"70"	"ENSG00000198997"	"negative regulation of insulin receptor signaling pathway"	"GO:0046627"	"MIR107"	1	"10"
"71"	"ENSG00000198997"	"cellular response to hydrogen peroxide"	"GO:0070301"	"MIR107"	1	"10"
"72"	"ENSG00000198997"	"neuronal cell body"	"GO:0043025"	"MIR107"	1	"10"
"73"	"ENSG00000199023"	"extracellular space"	"GO:0005615"	"MIR339"	1	"7"
"74"	"ENSG00000199023"	"mRNA binding involved in posttranscriptional gene silencing"	"GO:1903231"	"MIR339"	1	"7"
"75"	"ENSG00000199023"	"gene silencing by miRNA"	"GO:0035195"	"MIR339"	1	"7"
"76"	"ENSG00000199023"	"mRNA 3'-UTR binding"	"GO:0003730"	"MIR339"	1	"7"
"77"	"ENSG00000199023"	"negative regulation of amyloid-beta formation"	"GO:1902430"	"MIR339"	1	"7"
"78"	"ENSG00000199023"	"negative regulation of endopeptidase activity"	"GO:0010951"	"MIR339"	1	"7"
"79"	"ENSG00000199023"	"cellular response to fibroblast growth factor stimulus"	"GO:0044344"	"MIR339"	1	"7"
"80"	"ENSG00000199023"	"negative regulation of vascular associated smooth muscle cell proliferation"	"GO:1904706"	"MIR339"	1	"7"
"81"	"ENSG00000199030"	"extracellular space"	"GO:0005615"	"MIRLET7C"	1	"21"
"82"	"ENSG00000199030"	"negative regulation of receptor signaling pathway via STAT"	"GO:1904893"	"MIRLET7C"	1	"21"
"83"	"ENSG00000199030"	"negative regulation of interleukin-6-mediated signaling pathway"	"GO:0070104"	"MIRLET7C"	1	"21"
"84"	"ENSG00000199030"	"mRNA binding involved in posttranscriptional gene silencing"	"GO:1903231"	"MIRLET7C"	1	"21"
"85"	"ENSG00000199030"	"gene silencing by miRNA"	"GO:0035195"	"MIRLET7C"	1	"21"
"86"	"ENSG00000199030"	"extracellular vesicle"	"GO:1903561"	"MIRLET7C"	1	"21"
"87"	"ENSG00000199030"	"extracellular exosome"	"GO:0070062"	"MIRLET7C"	1	"21"
"88"	"ENSG00000199030"	"positive regulation of transcription by RNA polymerase II"	"GO:0045944"	"MIRLET7C"	1	"21"
"89"	"ENSG00000199030"	"cytoplasm"	"GO:0005737"	"MIRLET7C"	1	"21"
"90"	"ENSG00000199030"	"nucleus"	"GO:0005634"	"MIRLET7C"	1	"21"
"91"	"ENSG00000199030"	"negative regulation of interleukin-10 production"	"GO:0032693"	"MIRLET7C"	1	"21"
"92"	"ENSG00000199030"	"negative regulation of interleukin-8 production"	"GO:0032717"	"MIRLET7C"	1	"21"
"93"	"ENSG00000199032"	"extracellular space"	"GO:0005615"	"MIR425"	1	"3"
"94"	"ENSG00000199032"	"mRNA binding involved in posttranscriptional gene silencing"	"GO:1903231"	"MIR425"	1	"3"
"95"	"ENSG00000199032"	"gene silencing by miRNA"	"GO:0035195"	"MIR425"	1	"3"
"96"	"ENSG00000199038"	"extracellular space"	"GO:0005615"	"MIR210"	1	"11"
"97"	"ENSG00000199038"	"mRNA binding involved in posttranscriptional gene silencing"	"GO:1903231"	"MIR210"	1	"11"
"98"	"ENSG00000199038"	"gene silencing by miRNA"	"GO:0035195"	"MIR210"	1	"11"
"99"	"ENSG00000199038"	"miRNA mediated inhibition of translation"	"GO:0035278"	"MIR210"	1	"11"
"100"	"ENSG00000199038"	"positive regulation of blood vessel endothelial cell migration"	"GO:0043536"	"MIR210"	1	"11"
"101"	"ENSG00000199038"	"positive regulation of angiogenesis"	"GO:0045766"	"MIR210"	1	"11"
"102"	"ENSG00000199038"	"positive regulation of cell migration"	"GO:0030335"	"MIR210"	1	"11"
"103"	"ENSG00000199038"	"positive regulation of osteoblast differentiation"	"GO:0045669"	"MIR210"	1	"11"
"104"	"ENSG00000199038"	"positive regulation of apoptotic signaling pathway"	"GO:2001235"	"MIR210"	1	"11"
"105"	"ENSG00000199038"	"negative regulation of vascular associated smooth muscle cell apoptotic process"	"GO:1905460"	"MIR210"	1	"11"
"106"	"ENSG00000199038"	"negative regulation of neuron projection development"	"GO:0010977"	"MIR210"	1	"11"
"107"	"ENSG00000199038"	"tube formation"	"GO:0035148"	"MIR210"	1	"11"
"108"	"ENSG00000199038"	"hypoxia-inducible factor-1alpha signaling pathway"	"GO:0097411"	"MIR210"	1	"11"
"109"	"ENSG00000199038"	"regulation of cellular response to hypoxia"	"GO:1900037"	"MIR210"	1	"11"
"110"	"ENSG00000199038"	"negative regulation of mitochondrial electron transport, NADH to ubiquinone"	"GO:1902957"	"MIR210"	1	"11"
"111"	"ENSG00000199038"	"positive regulation of glucose catabolic process to lactate via pyruvate"	"GO:1904025"	"MIR210"	1	"11"
"112"	"ENSG00000199038"	"negative regulation of aconitate hydratase activity"	"GO:1904233"	"MIR210"	1	"11"
"113"	"ENSG00000199038"	"positive regulation of iron ion import across plasma membrane"	"GO:1904440"	"MIR210"	1	"11"
"114"	"ENSG00000199038"	"negative regulation of apoptotic signaling pathway"	"GO:2001234"	"MIR210"	1	"11"
"115"	"ENSG00000199047"	"extracellular space"	"GO:0005615"	"MIR378A"	1	"5"
"116"	"ENSG00000199047"	"mRNA binding involved in posttranscriptional gene silencing"	"GO:1903231"	"MIR378A"	1	"5"
"117"	"ENSG00000199047"	"gene silencing by miRNA"	"GO:0035195"	"MIR378A"	1	"5"
"118"	"ENSG00000199047"	"miRNA mediated inhibition of translation"	"GO:0035278"	"MIR378A"	1	"5"
"119"	"ENSG00000199047"	"negative regulation of vascular endothelial growth factor production"	"GO:1904046"	"MIR378A"	1	"5"
"120"	"ENSG00000199047"	"positive regulation of angiogenesis"	"GO:0045766"	"MIR378A"	1	"5"
"121"	"ENSG00000199047"	"negative regulation of cell population proliferation"	"GO:0008285"	"MIR378A"	1	"5"
"122"	"ENSG00000199047"	"negative regulation of interleukin-33 production"	"GO:0150128"	"MIR378A"	1	"5"
"123"	"ENSG00000199047"	"negative regulation of cytokine production involved in inflammatory response"	"GO:1900016"	"MIR378A"	1	"5"
"124"	"ENSG00000199047"	"RNA polymerase II complex binding"	"GO:0000993"	"MIR378A"	1	"5"
"125"	"ENSG00000199047"	"negative regulation of monooxygenase activity"	"GO:0032769"	"MIR378A"	1	"5"
"126"	"ENSG00000199053"	""	""	"MIR324"	1	"17"
"127"	"ENSG00000199082"	"extracellular space"	"GO:0005615"	"MIR342"	1	"14"
"128"	"ENSG00000199082"	"mRNA binding involved in posttranscriptional gene silencing"	"GO:1903231"	"MIR342"	1	"14"
"129"	"ENSG00000199082"	"gene silencing by miRNA"	"GO:0035195"	"MIR342"	1	"14"
"130"	"ENSG00000199082"	"positive regulation of blood vessel endothelial cell migration"	"GO:0043536"	"MIR342"	1	"14"
"131"	"ENSG00000199082"	"negative regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis"	"GO:1903588"	"MIR342"	1	"14"
"132"	"ENSG00000199082"	"extracellular exosome"	"GO:0070062"	"MIR342"	1	"14"
"133"	"ENSG00000199082"	"negative regulation of protein kinase B signaling"	"GO:0051898"	"MIR342"	1	"14"
"134"	"ENSG00000199082"	"negative regulation of vascular endothelial growth factor signaling pathway"	"GO:1900747"	"MIR342"	1	"14"
"135"	"ENSG00000199082"	"negative regulation of transforming growth factor beta receptor signaling pathway"	"GO:0030512"	"MIR342"	1	"14"
"136"	"ENSG00000199082"	"positive regulation of cardiac endothelial to mesenchymal transition"	"GO:0062000"	"MIR342"	1	"14"
"137"	"ENSG00000199090"	""	""	"MIR326"	1	"11"
"138"	"ENSG00000199121"	"extracellular space"	"GO:0005615"	"MIR26B"	1	"2"
"139"	"ENSG00000199121"	"mRNA binding involved in posttranscriptional gene silencing"	"GO:1903231"	"MIR26B"	1	"2"
"140"	"ENSG00000199121"	"gene silencing by miRNA"	"GO:0035195"	"MIR26B"	1	"2"
"141"	"ENSG00000199121"	"extracellular vesicle"	"GO:1903561"	"MIR26B"	1	"2"
"142"	"ENSG00000199121"	"positive regulation of apoptotic signaling pathway"	"GO:2001235"	"MIR26B"	1	"2"
"143"	"ENSG00000199121"	"positive regulation of tau-protein kinase activity"	"GO:1902949"	"MIR26B"	1	"2"
"144"	"ENSG00000199121"	"negative regulation of chemokine production"	"GO:0032682"	"MIR26B"	1	"2"
"145"	"ENSG00000199121"	"negative regulation of interferon-beta production"	"GO:0032688"	"MIR26B"	1	"2"
"146"	"ENSG00000199121"	"defense response to virus"	"GO:0051607"	"MIR26B"	1	"2"
"147"	"ENSG00000199121"	"positive regulation of cell cycle"	"GO:0045787"	"MIR26B"	1	"2"
"148"	"ENSG00000199121"	"negative regulation of defense response to virus"	"GO:0050687"	"MIR26B"	1	"2"
"149"	"ENSG00000199121"	"positive regulation of protein serine/threonine kinase activity"	"GO:0071902"	"MIR26B"	1	"2"
"150"	"ENSG00000199122"	"extracellular space"	"GO:0005615"	"MIR148B"	1	"12"
"151"	"ENSG00000199122"	"mRNA binding involved in posttranscriptional gene silencing"	"GO:1903231"	"MIR148B"	1	"12"
"152"	"ENSG00000199122"	"gene silencing by miRNA"	"GO:0035195"	"MIR148B"	1	"12"
"153"	"ENSG00000199130"	"mRNA binding involved in posttranscriptional gene silencing"	"GO:1903231"	"MIR365A"	1	"16"
"154"	"ENSG00000199130"	"negative regulation of interleukin-6 production"	"GO:0032715"	"MIR365A"	1	"16"
"155"	"ENSG00000199130"	"gene silencing by miRNA"	"GO:0035195"	"MIR365A"	1	"16"
"156"	"ENSG00000199130"	"miRNA mediated inhibition of translation"	"GO:0035278"	"MIR365A"	1	"16"
"157"	"ENSG00000199130"	"extracellular vesicle"	"GO:1903561"	"MIR365A"	1	"16"
"158"	"ENSG00000199133"	"extracellular space"	"GO:0005615"	"MIRLET7D"	1	"9"
"159"	"ENSG00000199133"	"extracellular vesicle"	"GO:1903561"	"MIRLET7D"	1	"9"
"160"	"ENSG00000199150"	"extracellular space"	"GO:0005615"	"MIRLET7G"	1	"3"
"161"	"ENSG00000199150"	"mRNA binding involved in posttranscriptional gene silencing"	"GO:1903231"	"MIRLET7G"	1	"3"
"162"	"ENSG00000199150"	"gene silencing by miRNA"	"GO:0035195"	"MIRLET7G"	1	"3"
"163"	"ENSG00000199150"	"positive regulation of angiogenesis"	"GO:0045766"	"MIRLET7G"	1	"3"
"164"	"ENSG00000199150"	"negative regulation of inflammatory response"	"GO:0050728"	"MIRLET7G"	1	"3"
"165"	"ENSG00000199150"	"negative regulation of leukocyte adhesion to vascular endothelial cell"	"GO:1904995"	"MIRLET7G"	1	"3"
"166"	"ENSG00000199150"	"negative regulation of cell migration"	"GO:0030336"	"MIRLET7G"	1	"3"
"167"	"ENSG00000199150"	"negative regulation of transforming growth factor beta receptor signaling pathway"	"GO:0030512"	"MIRLET7G"	1	"3"
"168"	"ENSG00000199150"	"negative regulation of pathway-restricted SMAD protein phosphorylation"	"GO:0060394"	"MIRLET7G"	1	"3"
"169"	"ENSG00000199150"	"cellular response to glucose stimulus"	"GO:0071333"	"MIRLET7G"	1	"3"
"170"	"ENSG00000199153"	"extracellular space"	"GO:0005615"	"MIR30D"	1	"8"
"171"	"ENSG00000199153"	"mRNA binding involved in posttranscriptional gene silencing"	"GO:1903231"	"MIR30D"	1	"8"
"172"	"ENSG00000199153"	"gene silencing by miRNA"	"GO:0035195"	"MIR30D"	1	"8"
"173"	"ENSG00000199153"	"extracellular vesicle"	"GO:1903561"	"MIR30D"	1	"8"
"174"	"ENSG00000199153"	"regulation of membrane repolarization"	"GO:0060306"	"MIR30D"	1	"8"
"175"	"ENSG00000199153"	"negative regulation of voltage-gated potassium channel activity"	"GO:1903817"	"MIR30D"	1	"8"
"176"	"ENSG00000199153"	"mRNA 3'-UTR binding"	"GO:0003730"	"MIR30D"	1	"8"
"177"	"ENSG00000199153"	"extracellular exosome"	"GO:0070062"	"MIR30D"	1	"8"
"178"	"ENSG00000199161"	"extracellular space"	"GO:0005615"	"MIR126"	1	"9"
"179"	"ENSG00000199161"	"mRNA binding involved in posttranscriptional gene silencing"	"GO:1903231"	"MIR126"	1	"9"
"180"	"ENSG00000199161"	"gene silencing by miRNA"	"GO:0035195"	"MIR126"	1	"9"
"181"	"ENSG00000199161"	"positive regulation of blood vessel endothelial cell migration"	"GO:0043536"	"MIR126"	1	"9"
"182"	"ENSG00000199161"	"positive regulation of vascular endothelial cell proliferation"	"GO:1905564"	"MIR126"	1	"9"
"183"	"ENSG00000199161"	"negative regulation of cell migration"	"GO:0030336"	"MIR126"	1	"9"
"184"	"ENSG00000199161"	"mRNA 3'-UTR binding"	"GO:0003730"	"MIR126"	1	"9"
"185"	"ENSG00000199161"	"negative regulation of vascular endothelial cell proliferation"	"GO:1905563"	"MIR126"	1	"9"
"186"	"ENSG00000199161"	"positive regulation of angiogenesis"	"GO:0045766"	"MIR126"	1	"9"
"187"	"ENSG00000199161"	"negative regulation of inflammatory response"	"GO:0050728"	"MIR126"	1	"9"
"188"	"ENSG00000199161"	"negative regulation of endothelial cell apoptotic process"	"GO:2000352"	"MIR126"	1	"9"
"189"	"ENSG00000199161"	"extracellular vesicle"	"GO:1903561"	"MIR126"	1	"9"
"190"	"ENSG00000199161"	"RNA polymerase II complex binding"	"GO:0000993"	"MIR126"	1	"9"
"191"	"ENSG00000199161"	"positive regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis"	"GO:1903589"	"MIR126"	1	"9"
"192"	"ENSG00000199161"	"positive regulation of cell migration involved in sprouting angiogenesis"	"GO:0090050"	"MIR126"	1	"9"
"193"	"ENSG00000199161"	"positive regulation of protein kinase B signaling"	"GO:0051897"	"MIR126"	1	"9"
"194"	"ENSG00000199161"	"positive regulation of ERK1 and ERK2 cascade"	"GO:0070374"	"MIR126"	1	"9"
"195"	"ENSG00000199161"	"negative regulation of proteolysis"	"GO:0045861"	"MIR126"	1	"9"
"196"	"ENSG00000199161"	"positive regulation of Notch signaling pathway"	"GO:0045747"	"MIR126"	1	"9"
"197"	"ENSG00000199161"	"cellular response to laminar fluid shear stress"	"GO:0071499"	"MIR126"	1	"9"
"198"	"ENSG00000199161"	"positive regulation of sprouting angiogenesis"	"GO:1903672"	"MIR126"	1	"9"
"199"	"ENSG00000199161"	"positive regulation of phosphatidylinositol 3-kinase signaling"	"GO:0014068"	"MIR126"	1	"9"
"200"	"ENSG00000199161"	"positive regulation of MAPK cascade"	"GO:0043410"	"MIR126"	1	"9"
"201"	"ENSG00000199161"	"positive regulation of inflammatory response"	"GO:0050729"	"MIR126"	1	"9"
"202"	"ENSG00000199161"	"cellular response to hypoxia"	"GO:0071456"	"MIR126"	1	"9"
"203"	"ENSG00000199161"	"positive regulation of vasculature development"	"GO:1904018"	"MIR126"	1	"9"
"204"	"ENSG00000199168"	"extracellular space"	"GO:0005615"	"MIR374A"	1	"X"
"205"	"ENSG00000199168"	"mRNA binding involved in posttranscriptional gene silencing"	"GO:1903231"	"MIR374A"	1	"X"
"206"	"ENSG00000199168"	"gene silencing by miRNA"	"GO:0035195"	"MIR374A"	1	"X"
"207"	"ENSG00000199168"	"mRNA 3'-UTR binding"	"GO:0003730"	"MIR374A"	1	"X"
"208"	"ENSG00000199168"	"negative regulation of cell adhesion molecule production"	"GO:0060354"	"MIR374A"	1	"X"
"209"	"ENSG00000199172"	"extracellular space"	"GO:0005615"	"MIR331"	1	"12"
"210"	"ENSG00000199177"	"extracellular space"	"GO:0005615"	"MIR31"	1	"9"
"211"	"ENSG00000199177"	"mRNA binding involved in posttranscriptional gene silencing"	"GO:1903231"	"MIR31"	1	"9"
"212"	"ENSG00000199177"	"gene silencing by miRNA"	"GO:0035195"	"MIR31"	1	"9"
"213"	"ENSG00000199177"	"miRNA mediated inhibition of translation"	"GO:0035278"	"MIR31"	1	"9"
"214"	"ENSG00000199177"	"positive regulation of blood vessel endothelial cell migration"	"GO:0043536"	"MIR31"	1	"9"
"215"	"ENSG00000199177"	"mRNA 3'-UTR binding"	"GO:0003730"	"MIR31"	1	"9"
"216"	"ENSG00000199177"	"positive regulation of angiogenesis"	"GO:0045766"	"MIR31"	1	"9"
"217"	"ENSG00000199177"	"negative regulation of inflammatory response"	"GO:0050728"	"MIR31"	1	"9"
"218"	"ENSG00000199177"	"negative regulation of leukocyte adhesion to vascular endothelial cell"	"GO:1904995"	"MIR31"	1	"9"
"219"	"ENSG00000199177"	"negative regulation of amyloid precursor protein biosynthetic process"	"GO:0042985"	"MIR31"	1	"9"
"220"	"ENSG00000199177"	"positive regulation of cell migration involved in sprouting angiogenesis"	"GO:0090050"	"MIR31"	1	"9"
"221"	"ENSG00000199177"	"positive regulation of sprouting angiogenesis"	"GO:1903672"	"MIR31"	1	"9"
"222"	"ENSG00000199177"	"cellular response to tumor necrosis factor"	"GO:0071356"	"MIR31"	1	"9"
"223"	"ENSG00000199177"	"protein binding"	"GO:0005515"	"MIR31"	1	"9"
"224"	"ENSG00000199177"	"RISC complex"	"GO:0016442"	"MIR31"	1	"9"
"225"	"ENSG00000199177"	"negative regulation of interleukin-34 production"	"GO:0150159"	"MIR31"	1	"9"
"226"	"ENSG00000199177"	"negative regulation of amyloid fibril formation"	"GO:1905907"	"MIR31"	1	"9"
"227"	"ENSG00000199177"	"mRNA CDS binding"	"GO:1990715"	"MIR31"	1	"9"
"228"	"ENSG00000199177"	"microvesicle"	"GO:1990742"	"MIR31"	1	"9"
"229"	"ENSG00000199179"	"extracellular space"	"GO:0005615"	"MIRLET7I"	1	"12"
"230"	"ENSG00000199179"	"mRNA binding involved in posttranscriptional gene silencing"	"GO:1903231"	"MIRLET7I"	1	"12"
"231"	"ENSG00000199179"	"gene silencing by miRNA"	"GO:0035195"	"MIRLET7I"	1	"12"
"232"	"ENSG00000199179"	"miRNA mediated inhibition of translation"	"GO:0035278"	"MIRLET7I"	1	"12"
"233"	"ENSG00000199179"	"mRNA 3'-UTR binding"	"GO:0003730"	"MIRLET7I"	1	"12"
"234"	"ENSG00000199179"	"negative regulation of gene expression"	"GO:0010629"	"MIRLET7I"	1	"12"
"235"	"ENSG00000199179"	"extracellular vesicle"	"GO:1903561"	"MIRLET7I"	1	"12"
"236"	"ENSG00000199179"	"RNA polymerase II complex binding"	"GO:0000993"	"MIRLET7I"	1	"12"
"237"	"ENSG00000199179"	"positive regulation of transcription by RNA polymerase II"	"GO:0045944"	"MIRLET7I"	1	"12"
"238"	"ENSG00000199179"	"cytoplasm"	"GO:0005737"	"MIRLET7I"	1	"12"
"239"	"ENSG00000199179"	"nucleus"	"GO:0005634"	"MIRLET7I"	1	"12"
"240"	"ENSG00000199179"	"sequence-specific single stranded DNA binding"	"GO:0098847"	"MIRLET7I"	1	"12"
"241"	"ENSG00000199179"	"defense response to protozoan"	"GO:0042832"	"MIRLET7I"	1	"12"
"242"	"ENSG00000199179"	"positive regulation of RNA polymerase II transcription preinitiation complex assembly"	"GO:0045899"	"MIRLET7I"	1	"12"
"243"	"ENSG00000202566"	"extracellular space"	"GO:0005615"	"MIR421"	1	"X"
"244"	"ENSG00000202569"	"extracellular space"	"GO:0005615"	"MIR146B"	1	"10"
"245"	"ENSG00000202569"	"mRNA binding involved in posttranscriptional gene silencing"	"GO:1903231"	"MIR146B"	1	"10"
"246"	"ENSG00000202569"	"gene silencing by miRNA"	"GO:0035195"	"MIR146B"	1	"10"
"247"	"ENSG00000202569"	"negative regulation of cell migration involved in sprouting angiogenesis"	"GO:0090051"	"MIR146B"	1	"10"
"248"	"ENSG00000202569"	"negative regulation of interleukin-17 production"	"GO:0032700"	"MIR146B"	1	"10"
"249"	"ENSG00000202569"	"cellular response to lipopolysaccharide"	"GO:0071222"	"MIR146B"	1	"10"
"250"	"ENSG00000202569"	"negative regulation of epithelial to mesenchymal transition"	"GO:0010719"	"MIR146B"	1	"10"
